"COMPANY_NAME"	"IS_DEALER"	"ACCOUNT_CODE"	"POSTAL_ADDRESS"	"STATEMENT_EMAIL"	"STATEMENT_FAX"	"STATEMENT_DELIVERY"	"COMMISSION"	"DAYS_TO_PAY"	"M_CURRENCY"	"LAST_CLOSE_BALANCE"	"LAST_CLOSE_CURRENCY"	"LAST_CLOSE_MONTH"	"COMMISSION_BUDGETLINER"	"COMMISSION_SLEEPLINER"	"CONTROLLER"	"COUNTRY"	"EXPORT_DEBTORS"	"IS_CURRENT"	"VAT_NUMBER"	"DEBTOR_TYPE"	"BILLING_PERIOD"	"STATEMENT_DETAILS"	"ACC_CONTACT_PERSON"	"DATE_CREATED"	"RELATED_PARTY"	"LAST_UPDATED"	"LAST_SYNC"	"SAGE_SITE"	"CC_ACCOUNT_NO"	"COMMISSION_BAGGAGE"	"INV_CUTOFF"	"TERMS"	"CREDIT_LIMIT"	"PAYMENT_DATE"	"CUTOFF_DAY"	"PAYMENT_DAY"	"NORMAL_LIMIT_APPROVED_BY"	"SPECIAL_CREDIT_LIMIT"	"SPECIAL_LIMIT_APPROVED_BY"	"SPECIAL_LIMIT_EXPIRY_DATE"	"SHOPPING_BASKET_RESTRICTION"	"STATEMENT_REMINDER"
"UKHOLO TRAVEL AND TOURS"	"N"	"UKH001"	""	"info@ukholotravelandtours.co.za"	"021 939 1996"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	10/NOV/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SATC TRAVEL DEALS"	"Y"	"SAT001"	"7 CONSTANTIA ROAD
WYNBERG"	"sam.deals@galileosa.co.za"	"021 797 1247"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	16/NOV/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Clinton Trusky"	"N"	"CT0001"	"SEl :0825802615"	"clintont@intercape.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	28/NOV/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Hoerskool Oudtshoorn"	"N"	"HO0001"	""	"hannie@oudhs.wcape.school.za"	""	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	13/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Bloubergridge Primary School"	"N"	"BPS001"	"Mev. Liebenberg 0761272874
Cnr Wessels and Watsonia Road
Bloubergrant
7441
"	"recep@brps.wcape.school.za"	"021 557 4126"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	27/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Brothers Society"	"N"	"BRO002"	"MR Thabang Kagiso Ramabya   
072 227 0134"	"Thabang.Ramabya@Momentum.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	11/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Stellenberg Hoer skool"	"N"	"SHS001"	"Johan Bothes 084 707 1122"	""	"021 919 3420"	"f"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	30/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Tours for South Africa"	"N"	"TFSA01"	"PO BOX 182
GREATBRAKRIVER
6525"	"gm_feb@mweb.co.za"	"044 873 5700"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	30/JAN/12	"N"	18/APR/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Wynberg Girls High"	"N"	"WHS001"	"Aliwal Road 
Wynberg 
7800 
"	"jstokell@wynghs.co.za"	"021 764 2250"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	23/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"WP Athletics"	"N"	"WPA01"	"Vygieskraal Stadium
Johnson Road
Athlone "	"sue@wpathletics.co.za"	"086 685 7897"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	"4530134404"	"C"	"W"	"N"	""	27/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"GOE001"	"Y"	"GOE001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	01/FEB/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CORBAN TOURS"	"N"	"COR001"	"Cell: 082 568 0358"	"corbantours@gmail.com"	""	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	01/FEB/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RAND GIRLS HIGH SCHOOL"	"N"	"RGHS01"	"Cnr. Empire & Melle St
Braamfontein
Johannesburg
2001 
"	"faheeda.joseph@gmail.com"	"011 642 1618"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	15/FEB/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CAPE WINELANDS"	"N"	"CAP001"	""	"clayton@capewinelands.gov.za"	"0218870321"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"CLAYTON LUITERS"	12/MAR/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Hoerskool Rustenburg"	"Y"	"RUS001"	""	"skakel@hsrtb.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	28/MAR/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Aarti Kishuna CC t/a Meranti Medicine Depo"	"Y"	"1682"	"P.O Box 1016
Wandsbeck
3631"	"proosothaneeg@yahoo.com,meranti@ion.co.za"	"031 4007827"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4130130372"	"B"	"W"	"N"	""	27/JUN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"M&N Bangy Tourism Specialist"	"N"	"BAN001"	"P.O BOX 1695
GLENVISTA 2058"	"zola.bangy@telkomsa.net"	"0866570531"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4550230728"	"C"	"M"	"N"	"Zola Blose"	31/MAY/12	"N"	18/JAN/17	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"FLE001"	"Y"	"FLE001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Boland Rugby Union"	"N"	"BOR001"	"PO Box 127
Wellington
7655"	"marlise@bolandrugby.com"	"0218732434"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	24/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Alwyn Badenhorst"	"N"	"AB001"	"Posbus 81
Philadelphia
7304 

Not VAT registered"	"alwyn@neutrog.co.za"	"021 972 1959"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	13/AUG/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"United Nations / RCO - Mozambique"	"N"	"UND001"	""	"paula.hausse@wfp.org"	""	"E"	0	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	16/AUG/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"EVE002"	"Y"	"EVE002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	11/OCT/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"NER001"	"Y"	"NER001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	16/OCT/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Neils Tranfer Services"	"N"	"NTS002"	"2 Concorde Crescent
Airport City
Cape Town"	"cpt2@neilstransfers.co.za"	"(021) 386 0302 "	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	22/OCT/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ZIM001"	"Y"	"ZIM001"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"X"	"M"	"N"	""		"I"	06/MAY/19	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Miss fabulous and event management"	"N"	"MFE001"	"wimpy flats no 4
unit 7
mmabatho "	"kmokgoro1@gmail.com"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	29/OCT/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Karin Pothman"	"N"	"KAR001"	"083 7013381"	""	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	29/OCT/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"KH002"	"Y"	"KH002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"TST001"	"Y"	"TST001"	""	""	""	"N"	0		"Malawi Kwacha"		""		0	0	"A"	"W"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCN001"	"Y"	"RCN001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"The Sending of Twelve Apostile Church"	"N"	"THE003"	""	""	"012 378 1178"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	31/OCT/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Cape Town Multi Service Centre"	"N"	"CTM001"	"9 Pickwick street
Soutrivier"	"elsa@ctmsc.org.za"	"021 4483428"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	01/NOV/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"DAV001"	"Y"	"DAV001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAPS King Williams Town"	"N"	"SAP003"	""	"Ecprov.train.field@saps.org.za"	"0406087496"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	02/NOV/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"TSH003"	"Y"	"TSH003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"PD Naidoo & Associates Consulting Engineers (Pty)"	"N"	"PDN001"	""	"WadeP@pdna.co.za"	"+2741 397 3930"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	07/NOV/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Universal Link"	"Y"	"1702"	"Av. Maguiguana no 1045 R/C ESQ
Maputo
Mozambique"	"universallink.lda@gmail.com"	"258 82 6284956"	"E"	10		"Mozambique Metical"		""		0	0	"A"	"M"	"Y"	"Y"	""	"B"	"W"	"N"	""	20/NOV/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Errant Trading Private Limited (USD)"	"Y"	"1631"	"P.O. Box 1766
Masvingo
Zimbabwe

50 Hellet Street, Masvingo



Please take note: Weekly payment structure"	"erranttravel2@gmail.com"	"039 263975"	"E"	10	7	"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	"Not registered"	"B"	"W"	"Y"	""	05/AUG/11	"N"	31/JUL/19	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"DI-SET STATIONERS & COMPUTER C"	"Y"	"1632"	"P.O Box  988
Midrand

Shop 3B
Nagians Mall
C/O Le Roux & Smuts ave
Midrand"	"di-set@telkomsa.net,shishela.naidoo@gmail.com"	"011 8052598"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4300256288"	"B"	"W"	"N"	""	16/AUG/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Skulpspruit Motors"	"Y"	"1635"	"P.O Box 676
Aliwal North

2 Voortrekker Street
Jamestown"	"renierann@gmail.com"	"051 6410907"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4240163909"	"B"	"W"	"N"	""	24/OCT/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Derrann Travel"	"Y"	"1636"	"73 Twin Palms Street
Rhino Ridge
Entrance Gate 2
The Wilds
Pretorius Park
Pretoria East"	"sueann.bower@derranntravel.com,accounts@derranntravel.com"	"0865207187"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	03/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Valotech 257"	"Y"	"1642"	"P.O Box 4945
Randburg
2125

110 Bordeaux Drive
1st Floor Progress house-offices"	"info@valotech257.com"	"0867663530"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	08/SEP/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Aloe Travel (Pty) Ltd"	"Y"	"1643"	"P.O Box 541
East London
5200

59 Frere Rd
Vincent East London"	"elizabeth@aloetravel.co.za"	"043 7261965"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4720176686"	"B"	"W"	"Y"	""	16/MAY/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"George & Son Engineers"	"Y"	"1653"	"P.O Box  202039
Bontleng
Gaborone

Plot 1010 Ext 2 African Mall
Gaborone"	"onyanchatu@yahoo.com,georgesonengineers@yahoo.com"	"00267 3912530"	"E"	10	7	"Botswana Pula"		""		0	0	"A"	"B"	"Y"	"Y"	"C10212901111"	"B"	"W"	"N"	""	13/OCT/11	"N"	02/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Royal Hotel"	"Y"	"1657"	"Box 199
Willowmore

31 Knysna Straat
Willowmore"	"royalwillowm@gmail.com"	"0862761517"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	14/OCT/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Peak Adventure Travel"	"Y"	"INT002"	"27 Peter Rd
Tres Jolie
Johannesburg"	"Merle.Ryan@PEAKadventuretravel.com"	"086 219 4349"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	12/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Brothers Society"	"Y"	"BRO001"	"63 Ramushu street
Atteridgeville 0008
"	"Thabang.Ramabya@Momentum.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Phoenix Rising Media"	"Y"	"PRM001"	"Wynette Theart 083 627 4085
Bondev Park
C/O Wierda & Willem Botha roads
Eldoraigne
Centurion"	"wynette@phoenixrisingmedia.co.za"	"086 613 7898"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	27/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Strand Atletiekklub"	"N"	"ITC002"	"CELIA PIENAAR 082 575 5688"	"celia@celiapienaar.com"	"086 583 4437"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	18/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SS001"	"Y"	"SS001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Whitestone School"	"Y"	"WHI001"	"Whitestone School
Pvt. Bag 4
Hillside
Bulawayo
Zimbabwe
"	"daiichi@yoafrica.com"	"00 263 9 241752"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	08/FEB/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HB001"	"Y"	"HB001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	08/FEB/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"W.P. Rugby Football Union"	"N"	"WP001"	"Newlands Terraces
5th Floor
8 Boundary Rd
Newlands

PO Box 66
Newlands
7725

"	"ffelton@wprugby.co.za "	"021 659 4501"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	"4280171358"	"C"	"W"	"N"	""	01/MAR/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Cape Town Opera"	"N"	"CTO001"	"The Cape Town Opera Company
PO Box 4107
Cape Town
8000
"	"mattheww@capetownopera.co.za"	"086-687-6752 "	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	02/MAR/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"The Apostolic Faith Mission"	"Y"	"AFM001"	""	"DMapohosha@metropolitan.co.za"	"0865105160"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	15/MAR/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Springbok Atlas"	"N"	"SBA"	"48 Tulbagh Road
Pomona 
Kempton Park
1619"	"kirsten.hubbard@springbokatlas.com"	"0113961069"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	24/FEB/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Maskam Supermark"	"Y"	"1676"	"P.O Box 249
Vanrhynsdorp
8170"	"maskam@kingsleymail.co.za "	"027 2192830"	"E"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	12/APR/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"GRO002"	"Y"	"GRO002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Beaufort West Tourism ORG"	"Y"	"1680"	"P.O Box 1170
Beaufort West
6970"	"mskisazana@csir.co.za,tourism@beaufortwest.net"	"023 4151487"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"Not registered"	"B"	"W"	"N"	""	04/JUN/12	"N"	02/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"AB LOGISTICS A DIVISION OF ARMSCOR"	"N"	"ARM001"	"PO BOX 541
KEMPTON PARK
1620
"	"Ericl@armscor.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	21/MAY/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"African Apolstolic Church"	"N"	"AAC01"	"22 Kadet Street, Tasbet Park,3
Witbank
1035"	""	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	16/MAY/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Pensao Pacher Quest Lodge"	"Y"	"1687"	"3 de Ferrerio 
3 Balane Balane 
Inhambane
Mozambique
faroltuirsmoeteledota.mz,"	"mozbus@cvrvtic.org"	""	"E"	10		"Mozambique Metical"		""		0	0	"A"	"M"	"Y"	"Y"	""	"B"	"W"	"N"	""	25/SEP/12	"N"	16/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MOS001"	"Y"	"MOS001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"EAR001"	"Y"	"EAR001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"NEO002"	"Y"	"NEO002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	13/JUL/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Cross Border Road Transport"	"N"	"CBR001"	""	"Thembi.Gumede@cbrta.co.za"	"+27 12 348 9604"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	18/JUL/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Hummel consultants"	"N"	"HUM001"	"143 Macon Road, 
Lorraine, 
Port Elizabeth, 
6070"	"eptaekwon-do@aerosat.co.za"	"086 658 8690"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	24/JUL/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"African Bound Journeys"	"N"	"AFR002"	""	"chris@africanboundjourneys.co.za"	"086 224 1910"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	30/JUL/12	"N"	18/JAN/17	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Phariri Trading 33cc T/a Upington Travel"	"Y"	"1693"	"Postnet suite 173
Upington
8800"	"info@upingtontravel.co.za,annelie@upingtontravel.co.za"	"054 3386428"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4120240173"	"B"	"W"	"Y"	""	24/AUG/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"GRS"	"N"	"GRS001"	"261 VICTORIA ROAD 
SALT RIVER  
CAPE TOWN"	""	"021 447 8133"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	14/SEP/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"African Tastes (Pty) Ltd t/a Reeca Travel"	"Y"	"1695"	"P.O Box 81633
Gaborone
Botswana"	"hazel@reecatravel.co.bw"	"267 3916134"	"E"	10	7	"Botswana Pula"		""		0	0	"A"	"B"	"Y"	"Y"	""	"B"	"W"	"Y"	""	21/DEC/12	"N"	22/NOV/17	13/AUG/19	"BOT01"	""	20	""			""				0			"N"	"Y"
"Worldwide Incentive and Travel Solutions"	"N"	"WIT001"	"nozipho@wwits.co.za"	""	""	"N"	0	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	20/SEP/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"G.J. Beukes"	"N"	"BEU001"	"Posbus 593.
Oudtshoorn
6620"	"africainn@mdwireless.co.za"	"086 719 7821"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	26/SEP/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Olievenhoutbosch Christian School"	"N"	"OLI001"	""	""	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	28/SEP/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"UMO001"	"Y"	"UMO001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	05/OCT/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"JB Thulo"	"N"	"JB001"	""	"jbthulo@gmail.com"	""	"E"	0	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	08/OCT/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"DIC001"	"Y"	"DIC001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	11/OCT/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"PRO003"	"Y"	"PRO003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	16/OCT/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RETAIL RELATE"	"N"	"RET001"	"PO BOX 2010
SAXONWOLD
2132"	"richard@retailrelate.co.za"	"086 760 4269"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	18/OCT/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"TARA TRAVEL"	"Y"	"1700"	"AV. ARMANDO TIVANE
1438

taratravel1@clubnet.co.mz,tmacie@clubnet.co.za"	"taratravel1@clubnet.co.mz"	"00258 21 486462"	"E"	10	7	"Mozambique Metical"		""		0	0	"A"	"M"	"Y"	"Y"	""	"B"	"W"	"Y"	""	01/NOV/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
